	activity	bonus_credit_eligibility	country	currency_exchange_loss_amount	delinquent	disbursal_amount	funded_amount	id	lender_count	loan_amount	loss_liability	paid_amount	repayment_term	sector	status	avg_invitee_count	avg_loan_count	country_count	fund_yr
7153	Retail	True	Philippines	N/A	False	14900.0	375	476556	6	375	lender	375.0	11.0	Retail	paid	0.6	3367.4	2.0	2012.0
7154	Food Production/Sales	True	Philippines	N/A	False	10000.0	250	476644	9	250	lender	250.0	8.0	Food	paid	1.11111111111	2297.44444444	5.0	2012.0
7155	Beauty Salon	True	Kenya	N/A	False	30000.0	375	476647	11	375	lender	375.0	14.0	Services	paid	1.18181818182	414.636363636	5.0	2012.0
7156	General Store	True	Kenya	N/A	True	60000.0	725	476728	25	725	lender	584.03	14.0	Retail	in_repayment	0.947368421053	6653.21052632	7.0	2012.0
7157	Personal Housing Expenses	True	Jordan	N/A	False	400.0	575	476760	23	575	lender	575.0	18.0	Housing	paid	1.81818181818	567.090909091	9.0	2012.0
7158	Printing	True	Mongolia	N/A	False	1800000.0	1300	476777	41	1300	lender	1300.0	20.0	Services	paid	1.67647058824	530.794117647	13.0	2012.0
7159	Cosmetics Sales	False	Palestine	N/A	False	2000.0	2000	476817	41	2000	lender	1224.95	27.0	Retail	in_repayment	1.34285714286	3066.94285714	15.0	2012.0
7160	Food Production/Sales	True	Kenya	N/A	False	20000.0	250	476848	8	250	lender	250.0	14.0	Food	paid	0.25	48.375	3.0	2012.0
7161	Grocery Store	False	Honduras	N/A	False	12000.0	625	476917	23	625	lender	625.0	14.0	Food	paid	4.22727272727	759.636363636	8.0	2012.0
7162	Personal Housing Expenses	True	Mexico	N/A	False	4843.69	375	476933	15	375	lender	375.0	15.0	Housing	paid	0.538461538462	48.1538461538	3.0	2012.0
7163	Crafts	True	Peru	N/A	False	200.0	200	476934	8	200	lender	200.0	8.0	Arts	paid	1.83333333333	15674.1666667	4.0	2012.0
7164	Retail	False	Nicaragua	N/A	False	600.0	600	476951	22	600	lender	600.0	14.0	Retail	paid	2.15	125.25	7.0	2012.0
7165	Primary/secondary school costs	False	South Africa	N/A	False	500.0	500	476981	19	500	lender	249.0	23.0	Education	in_repayment	2.94117647059	99.6470588235	6.0	2012.0
7166	General Store	True	Philippines	N/A	False	6000.0	150	477036	6	150	lender	150.0	7.0	Retail	paid	0.8	253.0	3.0	2012.0
7167	Retail	True	Kenya	N/A	False	30000.0	375	477095	14	375	lender	375.0	8.0	Retail	paid	1.53846153846	2771.23076923	6.0	2012.0
7168	Electrical Goods	True	Tanzania	N/A	True	6750000.0	4275	477138	155	4275	lender	N/A	6.0	Retail	defaulted	2.21014492754	1491.61594203	22.0	2012.0
7169	Food Production/Sales	True	Philippines	N/A	False	14000.0	350	477254	14	350	lender	350.0	8.0	Food	paid	1.23076923077	692.153846154	6.0	2012.0
7170	Personal Housing Expenses	True	Ecuador	N/A	False	1000.0	1000	477369	26	1000	lender	1000.0	20.0	Housing	paid	0.5	274.923076923	8.0	2012.0
7171	Personal Housing Expenses	True	Yemen	N/A	False	200000.0	700	477378	27	950	lender	N/A	15.0	Housing	expired	3.26923076923	2836.73076923	8.0	N/A
7172	Clothing Sales	True	Ecuador	N/A	False	600.0	600	477517	22	600	lender	600.0	8.0	Clothing	paid	12.6842105263	6625.52631579	6.0	2012.0
7173	Farming	True	Philippines	N/A	False	30000.0	725	477604	28	725	lender	725.0	8.0	Agriculture	paid	4.5	5472.08333333	9.0	2012.0
7174	Livestock	False	Albania	N/A	False	150000.0	1400	477671	28	1400	lender	733.6	27.0	Agriculture	in_repayment	0.875	75.0833333333	6.0	2012.0
7175	General Store	True	Philippines	N/A	True	11000.0	275	477681	10	275	lender	130.63	11.0	Retail	in_repayment	0.1	490.6	4.0	2012.0
7176	Games	True	Philippines	N/A	True	5000.0	125	477791	5	125	lender	112.5	7.0	Entertainment	in_repayment	1.0	155.333333333	2.0	2012.0
7177	Personal Housing Expenses	False	Mozambique	N/A	True	20000.0	700	477864	24	700	lender	424.28	20.0	Housing	in_repayment	10.6086956522	392.652173913	7.0	2012.0
7178	Clothing Sales	False	Armenia	N/A	False	3000.0	2600	477874	53	3000	lender	N/A	26.0	Clothing	expired	2.51111111111	1583.46666667	8.0	N/A
7179	Poultry	False	Colombia	N/A	False	2000000.0	1125	478004	42	1125	lender	1125.0	27.0	Agriculture	paid	1.32432432432	2724.72972973	10.0	2012.0
7180	Food Stall	False	The Democratic Republic of the Congo	N/A	False	6000.0	6000	478016	192	6000	lender	6000.0	6.0	Food	paid	1.04022988506	92.2068965517	15.0	2012.0
7181	Personal Housing Expenses	True	Sierra Leone	N/A	False	13700000.0	3150	478085	114	3150	lender	3150.0	12.0	Housing	paid	0.842105263158	149.063157895	7.0	2012.0
7182	Food Stall	True	Benin	N/A	False	550000.0	0	478110	0	1100	lender	N/A	10.0	Food	inactive_expired	N/A	N/A	N/A	N/A
7183	Grocery Store	False	Honduras	N/A	False	47000.0	1275	478156	29	2400	lender	N/A	15.0	Food	expired	2.79166666667	1427.375	5.0	N/A
7184	Recycled Materials	False	Nicaragua	N/A	False	35000.0	1500	478183	54	1500	lender	1500.0	14.0	Retail	paid	1.54716981132	2245.67924528	9.0	2012.0
7185	Farming	True	Philippines	N/A	False	10000.0	250	478220	3	250	lender	250.0	8.0	Agriculture	paid	2.0	97.3333333333	1.0	2012.0
7186	Farm Supplies	True	Cambodia	N/A	False	500.0	500	478273	18	500	lender	500.0	14.0	Agriculture	paid	0.1875	1086.5625	6.0	2012.0
7187	Retail	True	Rwanda	N/A	False	450000.0	750	478355	26	750	lender	750.0	6.0	Retail	paid	0.590909090909	1265.40909091	10.0	2012.0
7188	General Store	True	Philippines	N/A	True	4000.0	100	478374	4	100	lender	90.0	7.0	Retail	in_repayment	0.75	2210.5	3.0	2012.0
7189	Fruits & Vegetables	True	Rwanda	N/A	False	500000.0	825	478421	21	825	lender	825.0	6.0	Food	paid	1.10526315789	1647.63157895	7.0	2012.0
7190	Weaving	True	Philippines	N/A	False	8000.0	200	478523	7	200	lender	200.0	8.0	Arts	paid	2.0	127.5	4.0	2012.0
7191	Farming	True	Cambodia	N/A	False	2700000.0	675	478537	24	675	lender	675.0	11.0	Agriculture	paid	1.88888888889	1284.16666667	10.0	2012.0
7192	Food	True	Benin	N/A	True	220000.0	450	478582	18	450	lender	392.47	10.0	Food	in_repayment	0.8125	221.125	5.0	2012.0
7193	Crafts	True	Paraguay	N/A	False	9426611.0	2125	478838	76	2125	lender	2125.0	9.0	Arts	paid	1.0	1655.27536232	11.0	2012.0
7194	General Store	True	Philippines	N/A	True	5000.0	125	478860	4	125	lender	118.75	7.0	Retail	in_repayment	1.75	4821.75	2.0	2012.0
7195	Used Clothing	False	Indonesia	89.17	False	10000000.0	1050	478948	37	1050	lender	750.83	38.0	Clothing	in_repayment	0.8	3752.0	10.0	2012.0
7196	Cattle	True	Georgia	N/A	False	3000.0	1825	479003	64	1825	lender	1825.0	14.0	Agriculture	paid	1.75	623.807692308	13.0	2012.0
7197	Timber Sales	True	Philippines	N/A	False	23000.0	575	479030	22	575	lender	575.0	8.0	Construction	paid	1.52631578947	634.368421053	7.0	2012.0
7198	General Store	True	Uganda	N/A	False	1000000.0	400	479063	16	400	lender	400.0	12.0	Retail	paid	1.0	5775.125	7.0	2012.0
7199	Food Stall	True	Bolivia	N/A	False	10200.0	1500	479119	25	1500	lender	1500.0	15.0	Food	paid	0.782608695652	32.347826087	8.0	2012.0
7200	Motorcycle Transport	True	Kenya	N/A	False	20000.0	250	479126	9	250	lender	250.0	13.0	Transportation	paid	1.5	1149.125	5.0	2012.0
7201	Crafts	False	Peru	N/A	False	800.0	800	479208	28	800	lender	800.0	13.0	Arts	paid	2.65217391304	521.782608696	8.0	2012.0
7202	Grocery Store	True	Mexico	N/A	False	31000.0	2425	479227	72	2425	lender	2425.0	6.0	Food	paid	1.28571428571	1255.64285714	13.0	2012.0
7203	Food Production/Sales	True	Philippines	N/A	False	6000.0	150	479427	4	150	lender	150.0	8.0	Food	paid	0.0	4805.75	2.0	2012.0
7204	General Store	False	South Sudan	N/A	False	3000.0	700	479583	27	700	lender	700.0	8.0	Retail	paid	0.583333333333	61.2083333333	6.0	2012.0
7205	Clothing	False	Mali	N/A	False	600000.0	1175	479586	37	1175	lender	1175.0	8.0	Clothing	paid	2.3125	1042.5	8.0	2012.0
7206	Retail	True	Uganda	N/A	False	400000.0	175	479825	7	175	lender	175.0	6.0	Retail	paid	1.28571428571	81.4285714286	3.0	2012.0
7207	Personal Housing Expenses	True	Georgia	N/A	False	2000.0	900	479845	24	1225	lender	N/A	21.0	Housing	expired	6.0	1751.95652174	8.0	N/A
7208	Food Production/Sales	False	Honduras	N/A	False	10000.0	525	479990	16	525	lender	525.0	11.0	Food	paid	0.75	973.8125	7.0	2012.0
7209	Carpentry	True	Peru	N/A	False	2000.0	775	480058	29	775	lender	775.0	14.0	Construction	paid	1.04	538.04	11.0	2012.0
7210	Livestock	True	Kyrgyzstan	N/A	False	50000.0	1075	480268	36	1075	lender	537.5	20.0	Agriculture	in_repayment	2.25806451613	82.3225806452	14.0	2012.0
7211	Shoe Sales	True	El Salvador	N/A	False	600.0	600	480399	20	600	lender	600.0	20.0	Retail	paid	3.625	133.125	5.0	2012.0
7212	Agriculture	False	Mexico	N/A	False	12000.0	950	480468	32	950	lender	950.0	8.0	Agriculture	paid	2.0	357.777777778	8.0	2012.0
7213	Tailoring	True	El Salvador	N/A	False	600.0	325	480469	12	600	lender	N/A	17.0	Services	expired	1.36363636364	1570.90909091	6.0	N/A
7214	Farming	True	Cambodia	N/A	False	700.0	700	480577	20	700	lender	700.0	17.0	Agriculture	paid	0.823529411765	102.647058824	8.0	2012.0
7215	Construction	True	Cambodia	N/A	False	1000.0	1000	480606	27	1000	lender	1000.0	14.0	Construction	paid	3.42307692308	459.538461538	11.0	2012.0
7216	Fruits & Vegetables	True	Kenya	N/A	False	10000.0	125	480628	5	125	lender	125.0	14.0	Food	paid	0.2	107.0	3.0	2012.0
7217	Timber Sales	True	Rwanda	N/A	False	300000.0	500	480711	15	500	lender	500.0	7.0	Construction	paid	1.0	140.076923077	6.0	2012.0
7218	Fruits & Vegetables	True	Uganda	N/A	False	800000.0	325	480743	9	325	lender	325.0	12.0	Food	paid	2.28571428571	226.571428571	5.0	2012.0
7219	Food Market	True	Rwanda	N/A	False	400000.0	650	480788	21	650	lender	650.0	8.0	Food	paid	2.4	2833.3	9.0	2012.0
7220	Animal Sales	True	Kenya	N/A	False	50000.0	600	480805	23	600	lender	600.0	14.0	Agriculture	paid	0.75	98.85	8.0	2012.0
7221	Butcher Shop	True	Kenya	N/A	False	60000.0	725	480808	29	725	lender	725.0	11.0	Food	paid	1079.77272727	4486.40909091	9.0	2012.0
7222	Used Clothing	False	Kenya	N/A	False	21050.0	250	480844	10	250	lender	250.0	8.0	Clothing	paid	9.875	128.0	3.0	2012.0
7223	Taxi	True	Peru	N/A	False	800.0	325	480916	8	325	lender	325.0	6.0	Transportation	paid	1.0	45.375	5.0	2012.0
7224	General Store	True	Ecuador	N/A	False	1563.28	1575	480935	52	1575	lender	1575.0	13.0	Retail	paid	2.9512195122	1954.7804878	9.0	2012.0
7225	Clothing Sales	False	Senegal	N/A	False	1100000.0	2200	481117	67	2200	lender	2200.0	8.0	Clothing	paid	1.15517241379	1834.70689655	13.0	2012.0
7226	Farming	True	Cambodia	N/A	False	1350000.0	350	481138	13	350	lender	350.0	13.0	Agriculture	paid	1.25	1522.16666667	7.0	2012.0
7227	Tailoring	False	Cambodia	N/A	False	1000.0	1000	481296	37	1000	lender	1000.0	22.0	Services	paid	1.15625	642.09375	13.0	2012.0
7228	Pigs	True	Cambodia	N/A	False	2400000.0	600	481465	24	600	lender	600.0	14.0	Agriculture	paid	3.09090909091	1887.63636364	11.0	2012.0
7229	Retail	True	Jordan	N/A	False	700.0	1000	481470	30	1000	lender	825.34	20.0	Retail	in_repayment	1.27272727273	1706.45454545	10.0	2012.0
7230	Retail	True	Philippines	N/A	False	15000.0	375	481628	15	375	lender	375.0	8.0	Retail	paid	0.5	7221.5	5.0	2012.0
7231	Beauty Salon	True	Pakistan	N/A	False	40000.0	425	481763	17	425	lender	425.0	14.0	Services	paid	1.53333333333	1243.6	6.0	2012.0
7232	Cosmetics Sales	True	Ecuador	N/A	False	1061.31	675	481853	17	1075	lender	N/A	14.0	Retail	expired	2.26666666667	10469.4666667	6.0	N/A
7233	Clothing Sales	False	Nicaragua	N/A	False	30000.0	350	481902	10	1275	lender	N/A	24.0	Clothing	expired	3.25	4800.125	4.0	N/A
7234	General Store	True	Philippines	N/A	False	10000.0	250	481938	8	250	lender	250.0	8.0	Retail	paid	0.375	217.875	5.0	2012.0
7235	Bakery	True	Tajikistan	N/A	False	15000.0	3150	482017	111	3150	lender	2510.61	20.0	Food	in_repayment	1.16129032258	355.559139785	15.0	2012.0
7236	Farming	True	Cambodia	N/A	False	2000000.0	500	482039	20	500	lender	500.0	13.0	Agriculture	paid	1.15789473684	529.684210526	8.0	2012.0
7237	Farming	True	Cambodia	N/A	False	1400000.0	350	482050	9	350	lender	350.0	14.0	Agriculture	paid	1.5	2879.5	4.0	2012.0
7238	Home Products Sales	True	Jordan	N/A	False	800.0	550	482164	17	1150	lender	N/A	18.0	Retail	expired	7.375	935.9375	7.0	N/A
7239	Retail	False	Liberia	N/A	False	22000.0	325	482226	13	325	lender	325.0	11.0	Retail	paid	2.53846153846	1060.76923077	8.0	2012.0
7240	Higher education costs	True	Jordan	N/A	False	400.0	575	482231	23	575	lender	575.0	15.0	Education	paid	4.80952380952	4903.23809524	10.0	2012.0
7241	Home Appliances	True	Kenya	N/A	False	5800.0	75	482275	1	75	lender	75.0	8.0	Personal Use	paid	5.0	2553.0	1.0	2012.0
7242	Clothing Sales	True	Ecuador	N/A	False	641.52	650	482301	22	650	lender	650.0	12.0	Clothing	paid	1.31578947368	1611.21052632	6.0	2012.0
7243	General Store	False	Colombia	N/A	False	3000000.0	625	482375	21	1675	lender	N/A	26.0	Retail	expired	2.375	12690.375	7.0	N/A
7244	Agriculture	True	Peru	N/A	False	2500.0	975	482387	27	975	lender	975.0	10.0	Agriculture	paid	1.13043478261	139.739130435	10.0	2012.0
7245	Phone Accessories	True	Philippines	N/A	False	25000.0	625	482506	22	625	lender	625.0	8.0	Retail	paid	2.9	6054.9	8.0	2012.0
7246	Retail	True	Jordan	N/A	False	500.0	725	482687	24	725	lender	725.0	15.0	Retail	paid	2.0	525.625	8.0	2012.0
7247	Retail	False	Mozambique	N/A	False	25000.0	875	482735	35	875	lender	875.0	20.0	Retail	paid	1.63636363636	2138.96969697	13.0	2012.0
7248	Food Production/Sales	False	Mali	N/A	False	200000.0	400	482741	16	400	lender	400.0	6.0	Food	paid	2.86666666667	544.2	3.0	2012.0
7249	General Store	True	Philippines	N/A	False	19000.0	475	482848	14	475	lender	475.0	14.0	Retail	paid	4.76923076923	2187.46153846	2.0	2012.0
7250	General Store	True	Philippines	N/A	False	17000.0	425	482849	17	425	lender	425.0	5.0	Retail	paid	2.41176470588	1441.0	7.0	2012.0
7251	Farming	False	Albania	N/A	False	50000.0	475	482876	18	475	lender	475.0	13.0	Agriculture	paid	0.833333333333	373.5	9.0	2012.0
7252	Fish Selling	True	Philippines	N/A	False	14000.0	350	482935	14	350	lender	350.0	11.0	Food	paid	1.83333333333	1227.66666667	5.0	2012.0
7253	Cosmetics Sales	True	Ecuador	N/A	False	649.85	400	482940	12	650	lender	N/A	13.0	Retail	expired	5.18181818182	4932.63636364	5.0	N/A
7254	Grocery Store	True	Peru	N/A	False	2000.0	775	482982	27	775	lender	775.0	10.0	Food	paid	1.0	4219.27272727	8.0	2012.0
7255	Agriculture	True	Ecuador	N/A	False	600.0	600	483029	18	600	lender	600.0	14.0	Agriculture	paid	16.0625	6242.4375	6.0	2012.0
7256	Services	False	Kenya	N/A	False	21050.0	250	483063	9	250	lender	250.0	8.0	Services	paid	2.0	2826.66666667	4.0	2012.0
7257	Perfumes	True	Paraguay	N/A	False	5600970.0	1275	483123	34	1275	lender	1275.0	9.0	Retail	paid	9.24137931034	4457.68965517	10.0	2012.0
7258	Clothing Sales	True	Yemen	N/A	False	80000.0	375	483269	10	375	lender	375.0	14.0	Clothing	paid	0.875	11871.25	5.0	2012.0
7259	Food	False	Burundi	N/A	False	4590000.0	3100	483434	108	3100	lender	3100.0	7.0	Food	paid	3.0	2850.31313131	23.0	2012.0
7260	Personal Housing Expenses	True	Bolivia	N/A	False	400.0	400	483442	15	400	lender	400.0	14.0	Housing	paid	4.84615384615	6575.84615385	6.0	2012.0
7261	General Store	True	Colombia	N/A	False	1200000.0	675	483462	17	675	lender	675.0	15.0	Retail	paid	3.11764705882	1012.58823529	6.0	2012.0
7262	Food Stall	True	Bolivia	N/A	False	1000.0	0	483570	6	150	lender	N/A	19.0	Food	refunded	0.166666666667	61.0	4.0	2012.0
7263	Vehicle Repairs	False	Nicaragua	N/A	False	1500.0	1500	483583	42	1500	lender	1500.0	14.0	Services	paid	0.631578947368	2143.97368421	11.0	2012.0
7264	General Store	True	Philippines	N/A	False	45000.0	1100	483655	37	1100	lender	1100.0	8.0	Retail	paid	2.0	5328.47058824	10.0	2012.0
7265	Cattle	False	Indonesia	4.56	False	3000000.0	325	483762	12	325	lender	131.92	38.0	Agriculture	in_repayment	0.111111111111	2651.11111111	5.0	2012.0
7266	Charcoal Sales	True	Kenya	N/A	False	25000.0	300	483771	12	300	lender	300.0	14.0	Retail	paid	2.16666666667	1153.91666667	6.0	2012.0
7267	Pub	True	Cameroon	N/A	False	200000.0	400	483791	16	400	lender	400.0	15.0	Food	paid	1.92307692308	1141.38461538	5.0	2012.0
7268	Farming	True	Cambodia	N/A	False	2400000.0	600	483838	23	600	lender	600.0	14.0	Agriculture	paid	1032.91304348	1423.52173913	9.0	2012.0
7269	Retail	False	Senegal	N/A	False	500000.0	625	483869	20	1000	lender	N/A	14.0	Retail	expired	2.0	2914.72222222	6.0	N/A
7270	Food	False	Liberia	N/A	False	18000.0	250	483914	9	250	lender	250.0	11.0	Food	paid	1.22222222222	1334.22222222	7.0	2012.0
7271	Retail	True	Peru	N/A	False	2500.0	975	483939	26	975	lender	975.0	6.0	Retail	paid	2.15789473684	9727.10526316	8.0	2012.0
7272	Fish Selling	True	Philippines	N/A	False	15000.0	375	484057	12	375	lender	375.0	11.0	Food	paid	1.41666666667	6850.66666667	6.0	2012.0
7273	Food Production/Sales	True	Philippines	N/A	False	27000.0	675	484114	24	675	lender	675.0	11.0	Food	paid	1.77272727273	4689.09090909	8.0	2012.0
7274	Electronics Repair	True	Mexico	N/A	False	8759.58	700	484196	20	700	lender	700.0	14.0	Services	paid	2.0	750.733333333	7.0	2012.0
7275	Grocery Store	True	Peru	N/A	False	1000.0	400	484239	13	400	lender	400.0	9.0	Food	paid	0.666666666667	488.0	4.0	2012.0
7276	Natural Medicines	True	Peru	N/A	False	600.0	250	484245	8	250	lender	250.0	8.0	Health	paid	0.142857142857	11533.5714286	7.0	2012.0
7277	Wedding Expenses	False	Jordan	N/A	False	1500.0	350	484288	10	2125	lender	N/A	23.0	Personal Use	expired	0.428571428571	24571.7142857	4.0	N/A
7278	Fishing	True	Philippines	N/A	False	5000.0	125	484354	3	125	lender	125.0	8.0	Food	paid	0.0	2079.0	2.0	2012.0
7279	Sewing	True	El Salvador	N/A	False	350.0	350	484442	8	350	lender	350.0	9.0	Services	paid	0.4	238.4	4.0	2012.0
7280	Cattle	True	Tajikistan	N/A	False	10000.0	1450	484516	35	2100	lender	N/A	15.0	Agriculture	expired	1.34375	936.03125	6.0	N/A
7281	Livestock	True	Lebanon	N/A	False	2000.0	2000	484567	65	2000	lender	1554.0	20.0	Agriculture	in_repayment	7.49056603774	1879.16981132	14.0	2012.0
7282	Food Production/Sales	True	Ecuador	N/A	False	600.0	600	484641	22	600	lender	600.0	14.0	Food	paid	3.31578947368	5379.26315789	12.0	2012.0
7283	Food Stall	False	Nicaragua	N/A	False	6360.0	275	484685	10	275	lender	275.0	8.0	Food	paid	1.75	133.125	5.0	2012.0
7284	Food Production/Sales	False	Samoa	N/A	False	1000.0	450	484852	16	450	lender	450.0	14.0	Food	paid	4.91666666667	1538.0	8.0	2012.0
7285	Farming	True	Philippines	N/A	False	27000.0	675	484948	12	675	lender	675.0	8.0	Agriculture	paid	2.0	1580.91666667	5.0	2012.0
7286	Food Production/Sales	True	Philippines	N/A	False	25000.0	625	484962	25	625	lender	625.0	8.0	Food	paid	2.4347826087	1014.69565217	8.0	2012.0
7287	Blacksmith	True	Philippines	N/A	False	25000.0	625	484976	22	625	lender	625.0	10.0	Manufacturing	paid	75.7619047619	1053.95238095	9.0	2012.0
7288	General Store	True	Kenya	N/A	False	40000.0	475	485032	17	475	lender	475.0	14.0	Retail	paid	1.4	1635.53333333	7.0	2012.0
7289	Food Production/Sales	True	Philippines	N/A	True	5000.0	125	485033	1	125	lender	100.0	6.0	Food	in_repayment	0.0	19004.0	1.0	2012.0
7290	Agriculture	True	Rwanda	N/A	False	801000.0	1300	485142	47	1300	lender	1300.0	11.0	Agriculture	paid	1.18181818182	5122.59090909	13.0	2012.0
7291	Services	True	Peru	N/A	False	2000.0	775	485212	21	775	lender	775.0	6.0	Services	paid	2.27777777778	10604.3333333	7.0	2012.0
7292	Motorcycle Transport	True	Philippines	N/A	False	20500.0	500	485466	18	500	lender	500.0	8.0	Transportation	paid	0.6	6422.66666667	6.0	2012.0
7293	General Store	True	Philippines	N/A	False	15000.0	375	485501	10	375	lender	375.0	13.0	Retail	paid	2.22222222222	13383.4444444	4.0	2012.0
7294	Fishing	True	Philippines	N/A	False	13000.0	325	485506	12	325	lender	325.0	5.0	Food	paid	2.22222222222	540.333333333	3.0	2012.0
7295	Clothing Sales	True	Philippines	N/A	False	17000.0	425	485519	11	425	lender	425.0	14.0	Clothing	paid	2.875	12460.625	6.0	2012.0
7296	Personal Housing Expenses	True	Kosovo	N/A	False	500.0	675	485608	26	675	lender	675.0	14.0	Housing	paid	1.0	4322.36	9.0	2012.0
7297	Farming	True	Rwanda	N/A	False	773645.0	1250	485615	43	1250	lender	1250.0	11.0	Agriculture	paid	1.94871794872	6379.76923077	15.0	2012.0
7298	Personal Housing Expenses	False	Mozambique	N/A	False	15000.0	525	485722	21	525	lender	525.0	20.0	Housing	paid	1.38888888889	5056.27777778	11.0	2012.0
7299	Fruits & Vegetables	True	Tajikistan	N/A	False	4000.0	850	485732	24	850	lender	850.0	14.0	Food	paid	3.33333333333	309.095238095	9.0	2012.0
7300	Retail	True	Lebanon	N/A	False	2000.0	2000	485762	39	2000	lender	2000.0	13.0	Retail	paid	0.911764705882	2942.41176471	6.0	2012.0
7301	Phone Repair	False	India	N/A	False	50000.0	950	485807	36	950	lender	0.0	43.0	Services	in_repayment	1.41176470588	3073.38235294	14.0	2012.0
7302	Personal Housing Expenses	True	Yemen	N/A	False	300000.0	1400	485854	46	1400	lender	1225.0	18.0	Housing	in_repayment	2.0	2833.58536585	11.0	2012.0
7303	Retail	True	Togo	N/A	False	500000.0	575	485866	18	1000	lender	N/A	14.0	Retail	expired	1.8125	1331.4375	6.0	N/A
7304	Food	True	Benin	N/A	False	500000.0	1000	485904	36	1000	lender	1000.0	14.0	Food	paid	2.62857142857	2755.28571429	10.0	2012.0
7305	Fruits & Vegetables	True	El Salvador	N/A	False	200.0	200	485905	4	200	lender	200.0	10.0	Food	paid	1.25	20155.0	4.0	2012.0
7306	Clothing Sales	True	Chile	N/A	False	1908505.0	4075	485906	138	4075	lender	4075.0	6.0	Clothing	paid	17.35	1779.34166667	22.0	2012.0
7307	Pigs	True	Philippines	N/A	False	15000.0	375	486086	15	375	lender	375.0	8.0	Agriculture	paid	3.6	991.3	4.0	2012.0
7308	Transportation	True	Philippines	N/A	False	10000.0	250	486185	10	250	lender	250.0	6.0	Transportation	paid	3.44444444444	13086.7777778	3.0	2012.0
7309	Retail	True	Philippines	N/A	False	8000.0	200	486207	7	200	lender	200.0	8.0	Retail	paid	2.66666666667	488.333333333	3.0	2012.0
7310	Flowers	True	Philippines	N/A	False	30000.0	750	486212	28	750	lender	750.0	7.0	Agriculture	paid	1.8	4129.56	7.0	2012.0
7311	Fuel/Firewood	True	Kenya	N/A	False	30000.0	375	486397	12	375	lender	375.0	13.0	Retail	paid	0.9	33.2	5.0	2012.0
7312	Fuel/Firewood	False	Guatemala	N/A	False	4200.0	0	486435	0	550	lender	N/A	7.0	Retail	inactive_expired	N/A	N/A	N/A	N/A
7313	Agriculture	True	Ecuador	N/A	False	1000.0	1000	486466	27	1000	lender	1000.0	14.0	Agriculture	paid	12.8260869565	643.260869565	4.0	2012.0
7314	General Store	True	El Salvador	N/A	False	500.0	500	486529	16	500	lender	500.0	14.0	Retail	paid	4.1875	874.1875	8.0	2012.0
7315	Fish Selling	False	Kenya	N/A	False	21100.0	250	486533	10	250	lender	250.0	8.0	Food	paid	4.125	1019.125	2.0	2012.0
7316	General Store	False	Costa Rica	N/A	True	1000000.0	2025	486550	67	2025	lender	376.64	27.0	Retail	in_repayment	1.20338983051	1884.91525424	12.0	2012.0
7317	Farming	False	Nicaragua	N/A	False	500.0	500	486554	10	500	lender	500.0	8.0	Agriculture	paid	2.5	598.375	2.0	2012.0
7318	General Store	True	Philippines	N/A	False	10000.0	250	486686	8	250	lender	250.0	8.0	Retail	paid	6.5	660.75	6.0	2012.0
7319	Farming	True	Philippines	N/A	False	20000.0	500	486717	18	500	lender	500.0	8.0	Agriculture	paid	1483.75	6784.125	10.0	2012.0
7320	Manufacturing	False	Mongolia	16.39	False	1000000.0	725	486811	23	725	lender	407.0	26.0	Manufacturing	in_repayment	0.47619047619	70.0952380952	11.0	2012.0
7321	Food Stall	True	Vietnam	N/A	False	20000000.0	975	486843	38	975	lender	975.0	11.0	Food	paid	1.54285714286	574.2	8.0	2012.0
7322	General Store	True	Philippines	N/A	True	8000.0	200	486885	8	200	lender	190.0	7.0	Retail	in_repayment	2.625	815.0	3.0	2012.0
7323	General Store	False	India	N/A	False	30000.0	575	486980	17	575	lender	0.0	43.0	Retail	in_repayment	0.625	321.875	5.0	2012.0
7324	Medical Clinic	True	Iraq	N/A	False	3000.0	3000	486994	101	3000	lender	3000.0	14.0	Health	paid	1.65934065934	407.175824176	19.0	2012.0
7325	Agriculture	True	Peru	N/A	False	2000.0	800	487168	22	800	lender	800.0	10.0	Agriculture	paid	0.5	5270.94444444	9.0	2012.0
7326	General Store	True	Peru	N/A	True	1000.0	400	487200	16	400	lender	352.51	13.0	Retail	in_repayment	1.73333333333	6476.86666667	4.0	2012.0
7327	Retail	True	Peru	N/A	False	1000.0	400	487216	16	400	lender	400.0	12.0	Retail	paid	4.23076923077	7348.23076923	5.0	2012.0
7328	Retail	True	Jordan	N/A	False	1000.0	975	487473	14	1425	lender	N/A	18.0	Retail	expired	2.46153846154	2096.61538462	6.0	N/A
7329	Beauty Salon	True	Jordan	N/A	False	500.0	725	487549	22	725	lender	725.0	15.0	Services	paid	0.764705882353	93.5882352941	5.0	2012.0
7330	Used Clothing	True	Philippines	N/A	False	20000.0	500	487877	1	500	lender	500.0	8.0	Clothing	paid	0.0	110.0	1.0	2012.0
7331	Dairy	False	Bolivia	N/A	False	10000.0	1450	488219	55	1450	lender	845.84	27.0	Agriculture	in_repayment	0.702127659574	2104.04255319	15.0	2012.0
7332	Property	True	Mexico	N/A	False	8010.17	625	488230	25	625	lender	625.0	14.0	Housing	paid	1.09090909091	212.863636364	8.0	2012.0
7333	Cafe	True	Philippines	N/A	False	15000.0	375	488283	9	375	lender	375.0	8.0	Food	paid	0.625	2845.75	3.0	2012.0
